Packet Size,Protocol,Source IP,Destination IP,Flags,Timestamp,Frequency
385,17,206.16.0.5,192.168.50.1,,1543680931.278107,-0.05234769207515781937614029428
385,17,206.16.0.5,192.168.50.1,,1543680931.278109,-0.05234769207515781937614029428
385,17,206.16.0.5,192.168.50.1,,1543680931.281418,-0.05234769207515781937614029428
385,17,206.16.0.5,192.168.50.1,,1543680931.281421,-0.05234769207515781937614029428
385,17,206.16.0.5,192.168.50.1,,1543680931.284008,-0.05234769207515781937614029428
385,17,206.16.0.5,192.168.50.1,,1543680931.28401,-0.05234769207515781937614029428
378,17,206.16.0.5,192.168.50.1,,1543680931.829396,-0.05234769207515781937614029428
378,17,206.16.0.5,192.168.50.1,,1543680931.829398,-0.05234769207515781937614029428
378,17,206.16.0.5,192.168.50.1,,1543680931.833178,-0.05234769207515781937614029428
378,17,206.16.0.5,192.168.50.1,,1543680931.833181,-0.05234769207515781937614029428
342,17,206.16.0.5,192.168.50.1,,1543680937.08458,-0.1112388456597103661742981253
342,17,206.16.0.5,192.168.50.1,,1543680937.084583,-0.1112388456597103661742981253
342,17,206.16.0.5,192.168.50.1,,1543680937.089932,-0.1112388456597103661742981253
342,17,206.16.0.5,192.168.50.1,,1543680937.089934,-0.1112388456597103661742981253
279,17,206.16.0.5,192.168.50.1,,1543680937.144455,-0.07852153811273672906421044141
279,17,206.16.0.5,192.168.50.1,,1543680937.144457,-0.07852153811273672906421044141
377,17,206.16.0.5,192.168.50.1,,1543680939.786554,-0.06543461509394727422017536784
377,17,206.16.0.5,192.168.50.1,,1543680939.786556,-0.06543461509394727422017536784
377,17,206.16.0.5,192.168.50.1,,1543680939.790603,-0.06543461509394727422017536784
377,17,206.16.0.5,192.168.50.1,,1543680939.790605,-0.06543461509394727422017536784
385,17,206.16.0.5,192.168.50.1,,1543680939.830596,-0.05234769207515781937614029428
385,17,206.16.0.5,192.168.50.1,,1543680939.830598,-0.05234769207515781937614029428
375,17,206.16.0.5,192.168.50.1,,1543680944.294994,-0.03926076905636836453210522071
375,17,206.16.0.5,192.168.50.1,,1543680944.294996,-0.03926076905636836453210522071
375,17,206.16.0.5,192.168.50.1,,1543680944.298046,-0.03926076905636836453210522071
375,17,206.16.0.5,192.168.50.1,,1543680944.298049,-0.03926076905636836453210522071
375,17,206.16.0.5,192.168.50.1,,1543680945.131315,-0.03926076905636836453210522071
375,17,206.16.0.5,192.168.50.1,,1543680945.131316,-0.03926076905636836453210522071
375,17,206.16.0.5,192.168.50.1,,1543680945.402206,-0.03926076905636836453210522071
375,17,206.16.0.5,192.168.50.1,,1543680945.402209,-0.03926076905636836453210522071
375,17,206.16.0.5,192.168.50.1,,1543680945.406332,-0.03926076905636836453210522071
375,17,206.16.0.5,192.168.50.1,,1543680945.406334,-0.03926076905636836453210522071
217,17,206.16.0.5,192.168.50.1,,1543680945.623781,-0.05234769207515781937614029428
217,17,206.16.0.5,192.168.50.1,,1543680945.623783,-0.05234769207515781937614029428
220,17,206.16.0.5,192.168.50.1,,1543680946.178611,-0.05889115358455254679815783106
220,17,206.16.0.5,192.168.50.1,,1543680946.178613,-0.05889115358455254679815783106
220,17,206.16.0.5,192.168.50.1,,1543680946.179231,-0.05889115358455254679815783106
220,17,206.16.0.5,192.168.50.1,,1543680946.179233,-0.05889115358455254679815783106
220,17,206.16.0.5,192.168.50.1,,1543680946.186053,-0.05889115358455254679815783106
220,17,206.16.0.5,192.168.50.1,,1543680946.186055,-0.05889115358455254679815783106
342,17,206.16.0.5,192.168.50.1,,1543680946.943809,-0.1112388456597103661742981253
342,17,206.16.0.5,192.168.50.1,,1543680946.943811,-0.1112388456597103661742981253
342,17,206.16.0.5,192.168.50.1,,1543680946.946121,-0.1112388456597103661742981253
342,17,206.16.0.5,192.168.50.1,,1543680946.946123,-0.1112388456597103661742981253
342,17,206.16.0.5,192.168.50.1,,1543680946.948591,-0.1112388456597103661742981253
342,17,206.16.0.5,192.168.50.1,,1543680946.948594,-0.1112388456597103661742981253
220,17,206.16.0.5,192.168.50.1,,1543680947.031089,-0.05889115358455254679815783106
220,17,206.16.0.5,192.168.50.1,,1543680947.031091,-0.05889115358455254679815783106
220,17,206.16.0.5,192.168.50.1,,1543680947.241486,-0.05889115358455254679815783106
220,17,206.16.0.5,192.168.50.1,,1543680947.241488,-0.05889115358455254679815783106
220,17,206.16.0.5,192.168.50.1,,1543680947.242798,-0.05889115358455254679815783106
220,17,206.16.0.5,192.168.50.1,,1543680947.2428,-0.05889115358455254679815783106
377,17,206.16.0.5,192.168.50.1,,1543680948.246716,-0.06543461509394727422017536784
377,17,206.16.0.5,192.168.50.1,,1543680948.246718,-0.06543461509394727422017536784
377,17,206.16.0.5,192.168.50.1,,1543680948.249577,-0.06543461509394727422017536784
377,17,206.16.0.5,192.168.50.1,,1543680948.249579,-0.06543461509394727422017536784
279,17,206.16.0.5,192.168.50.1,,1543680948.665309,-0.07852153811273672906421044141
279,17,206.16.0.5,192.168.50.1,,1543680948.665311,-0.07852153811273672906421044141
279,17,206.16.0.5,192.168.50.1,,1543680948.669044,-0.07852153811273672906421044141
279,17,206.16.0.5,192.168.50.1,,1543680948.669046,-0.07852153811273672906421044141
279,17,206.16.0.5,192.168.50.1,,1543680948.670752,-0.07852153811273672906421044141
279,17,206.16.0.5,192.168.50.1,,1543680948.670754,-0.07852153811273672906421044141
378,17,206.16.0.5,192.168.50.1,,1543680949.681595,-0.05234769207515781937614029428
378,17,206.16.0.5,192.168.50.1,,1543680949.681597,-0.05234769207515781937614029428
378,17,206.16.0.5,192.168.50.1,,1543680949.684148,-0.05234769207515781937614029428
378,17,206.16.0.5,192.168.50.1,,1543680949.68415,-0.05234769207515781937614029428
342,17,206.16.0.5,192.168.50.1,,1543680955.022903,-0.1112388456597103661742981253
342,17,206.16.0.5,192.168.50.1,,1543680955.022905,-0.1112388456597103661742981253
342,17,206.16.0.5,192.168.50.1,,1543680955.026819,-0.1112388456597103661742981253
342,17,206.16.0.5,192.168.50.1,,1543680955.026821,-0.1112388456597103661742981253
342,17,206.16.0.5,192.168.50.1,,1543680955.029103,-0.1112388456597103661742981253
342,17,206.16.0.5,192.168.50.1,,1543680955.029105,-0.1112388456597103661742981253
342,17,206.16.0.5,192.168.50.1,,1543680955.351198,-0.1112388456597103661742981253
342,17,206.16.0.5,192.168.50.1,,1543680955.3512,-0.1112388456597103661742981253
279,17,206.16.0.5,192.168.50.1,,1543680957.080611,-0.07852153811273672906421044141
279,17,206.16.0.5,192.168.50.1,,1543680957.080613,-0.07852153811273672906421044141
279,17,206.16.0.5,192.168.50.1,,1543680957.084755,-0.07852153811273672906421044141
279,17,206.16.0.5,192.168.50.1,,1543680957.084757,-0.07852153811273672906421044141
385,17,206.16.0.5,192.168.50.1,,1543680957.876531,-0.05234769207515781937614029428
385,17,206.16.0.5,192.168.50.1,,1543680957.876533,-0.05234769207515781937614029428
385,17,206.16.0.5,192.168.50.1,,1543680957.879536,-0.05234769207515781937614029428
385,17,206.16.0.5,192.168.50.1,,1543680957.879538,-0.05234769207515781937614029428
385,17,206.16.0.5,192.168.50.1,,1543680957.88156,-0.05234769207515781937614029428
385,17,206.16.0.5,192.168.50.1,,1543680957.881562,-0.05234769207515781937614029428
377,17,206.16.0.5,192.168.50.1,,1543680966.358905,-0.06543461509394727422017536784
377,17,206.16.0.5,192.168.50.1,,1543680966.358907,-0.06543461509394727422017536784
377,17,206.16.0.5,192.168.50.1,,1543680966.364284,-0.06543461509394727422017536784
377,17,206.16.0.5,192.168.50.1,,1543680966.364286,-0.06543461509394727422017536784
261,17,206.16.0.5,192.168.50.1,,1543680967.938918,-0.04580423056576309195412275749
261,17,206.16.0.5,192.168.50.1,,1543680967.93892,-0.04580423056576309195412275749
261,17,206.16.0.5,192.168.50.1,,1543680967.943367,-0.04580423056576309195412275749
261,17,206.16.0.5,192.168.50.1,,1543680967.943369,-0.04580423056576309195412275749
261,17,206.16.0.5,192.168.50.1,,1543680967.95841,-0.04580423056576309195412275749
261,17,206.16.0.5,192.168.50.1,,1543680967.958412,-0.04580423056576309195412275749
342,17,206.16.0.5,192.168.50.1,,1543680973.488913,-0.1112388456597103661742981253
342,17,206.16.0.5,192.168.50.1,,1543680973.488915,-0.1112388456597103661742981253
342,17,206.16.0.5,192.168.50.1,,1543680973.491982,-0.1112388456597103661742981253
342,17,206.16.0.5,192.168.50.1,,1543680973.491984,-0.1112388456597103661742981253
342,17,206.16.0.5,192.168.50.1,,1543680973.493931,-0.1112388456597103661742981253
342,17,206.16.0.5,192.168.50.1,,1543680973.493933,-0.1112388456597103661742981253
279,17,206.16.0.5,192.168.50.1,,1543680975.233636,-0.07852153811273672906421044141
279,17,206.16.0.5,192.168.50.1,,1543680975.233638,-0.07852153811273672906421044141
279,17,206.16.0.5,192.168.50.1,,1543680975.239513,-0.07852153811273672906421044141
279,17,206.16.0.5,192.168.50.1,,1543680975.239515,-0.07852153811273672906421044141
261,17,206.16.0.5,192.168.50.1,,1543680976.363491,-0.04580423056576309195412275749
261,17,206.16.0.5,192.168.50.1,,1543680976.363493,-0.04580423056576309195412275749
261,17,206.16.0.5,192.168.50.1,,1543680976.366937,-0.04580423056576309195412275749
261,17,206.16.0.5,192.168.50.1,,1543680976.366938,-0.04580423056576309195412275749
377,17,206.16.0.5,192.168.50.1,,1543680982.380024,-0.06543461509394727422017536784
377,17,206.16.0.5,192.168.50.1,,1543680982.380026,-0.06543461509394727422017536784
377,17,206.16.0.5,192.168.50.1,,1543680982.381013,-0.06543461509394727422017536784
377,17,206.16.0.5,192.168.50.1,,1543680982.381015,-0.06543461509394727422017536784
220,17,206.16.0.5,192.168.50.1,,1543680984.13497,-0.05889115358455254679815783106
220,17,206.16.0.5,192.168.50.1,,1543680984.134971,-0.05889115358455254679815783106
220,17,206.16.0.5,192.168.50.1,,1543680984.138932,-0.05889115358455254679815783106
220,17,206.16.0.5,192.168.50.1,,1543680984.138933,-0.05889115358455254679815783106
381,17,206.16.0.5,192.168.50.1,,1543680984.510707,-0.05889115358455254679815783106
381,17,206.16.0.5,192.168.50.1,,1543680984.510709,-0.05889115358455254679815783106
381,17,206.16.0.5,192.168.50.1,,1543680984.514256,-0.05889115358455254679815783106
381,17,206.16.0.5,192.168.50.1,,1543680984.514258,-0.05889115358455254679815783106
381,17,206.16.0.5,192.168.50.1,,1543680984.516473,-0.05889115358455254679815783106
381,17,206.16.0.5,192.168.50.1,,1543680984.516475,-0.05889115358455254679815783106
334,17,206.16.0.5,192.168.50.1,,1543680985.061365,-0.06543461509394727422017536784
334,17,206.16.0.5,192.168.50.1,,1543680985.061367,-0.06543461509394727422017536784
334,17,206.16.0.5,192.168.50.1,,1543680985.081682,-0.06543461509394727422017536784
334,17,206.16.0.5,192.168.50.1,,1543680985.081685,-0.06543461509394727422017536784
334,17,206.16.0.5,192.168.50.1,,1543680985.101545,-0.06543461509394727422017536784
334,17,206.16.0.5,192.168.50.1,,1543680985.101547,-0.06543461509394727422017536784
378,17,206.16.0.5,192.168.50.1,,1543680987.817709,-0.05234769207515781937614029428
378,17,206.16.0.5,192.168.50.1,,1543680987.817711,-0.05234769207515781937614029428
383,17,206.16.0.5,192.168.50.1,,1543680991.099558,-0.05889115358455254679815783106
383,17,206.16.0.5,192.168.50.1,,1543680991.09956,-0.05889115358455254679815783106
383,17,206.16.0.5,192.168.50.1,,1543680991.102754,-0.05889115358455254679815783106
383,17,206.16.0.5,192.168.50.1,,1543680991.102756,-0.05889115358455254679815783106
383,17,206.16.0.5,192.168.50.1,,1543680991.105338,-0.05889115358455254679815783106
383,17,206.16.0.5,192.168.50.1,,1543680991.10534,-0.05889115358455254679815783106
381,17,206.16.0.5,192.168.50.1,,1543680992.961117,-0.05889115358455254679815783106
381,17,206.16.0.5,192.168.50.1,,1543680992.961119,-0.05889115358455254679815783106
381,17,206.16.0.5,192.168.50.1,,1543680992.965061,-0.05889115358455254679815783106
381,17,206.16.0.5,192.168.50.1,,1543680992.965063,-0.05889115358455254679815783106
342,17,206.16.0.5,192.168.50.1,,1543680993.071333,-0.1112388456597103661742981253
342,17,206.16.0.5,192.168.50.1,,1543680993.071335,-0.1112388456597103661742981253
334,17,206.16.0.5,192.168.50.1,,1543680993.515808,-0.06543461509394727422017536784
334,17,206.16.0.5,192.168.50.1,,1543680993.51581,-0.06543461509394727422017536784
334,17,206.16.0.5,192.168.50.1,,1543680993.535928,-0.06543461509394727422017536784
334,17,206.16.0.5,192.168.50.1,,1543680993.53593,-0.06543461509394727422017536784
375,17,206.16.0.5,192.168.50.1,,1543680994.037531,-0.03926076905636836453210522071
375,17,206.16.0.5,192.168.50.1,,1543680994.037533,-0.03926076905636836453210522071
261,17,206.16.0.5,192.168.50.1,,1543680994.645018,-0.04580423056576309195412275749
261,17,206.16.0.5,192.168.50.1,,1543680994.64502,-0.04580423056576309195412275749
261,17,206.16.0.5,192.168.50.1,,1543680994.651659,-0.04580423056576309195412275749
261,17,206.16.0.5,192.168.50.1,,1543680994.651661,-0.04580423056576309195412275749
385,17,206.16.0.5,192.168.50.1,,1543680995.914712,-0.05234769207515781937614029428
385,17,206.16.0.5,192.168.50.1,,1543680995.914715,-0.05234769207515781937614029428
383,17,206.16.0.5,192.168.50.1,,1543680999.58319,-0.05889115358455254679815783106
383,17,206.16.0.5,192.168.50.1,,1543680999.583193,-0.05889115358455254679815783106
383,17,206.16.0.5,192.168.50.1,,1543680999.586924,-0.05889115358455254679815783106
383,17,206.16.0.5,192.168.50.1,,1543680999.586926,-0.05889115358455254679815783106
376,17,206.16.0.5,192.168.50.1,,1543681002.189889,-0.03271730754697363711008768392
376,17,206.16.0.5,192.168.50.1,,1543681002.189891,-0.03271730754697363711008768392
376,17,206.16.0.5,192.168.50.1,,1543681002.193165,-0.03271730754697363711008768392
376,17,206.16.0.5,192.168.50.1,,1543681002.193167,-0.03271730754697363711008768392
376,17,206.16.0.5,192.168.50.1,,1543681002.195251,-0.03271730754697363711008768392
376,17,206.16.0.5,192.168.50.1,,1543681002.195253,-0.03271730754697363711008768392
376,17,206.16.0.5,192.168.50.1,,1543681002.513354,-0.03271730754697363711008768392
376,17,206.16.0.5,192.168.50.1,,1543681002.513356,-0.03271730754697363711008768392
376,17,206.16.0.5,192.168.50.1,,1543681003.25373,-0.03271730754697363711008768392
376,17,206.16.0.5,192.168.50.1,,1543681003.253732,-0.03271730754697363711008768392
377,17,206.16.0.5,192.168.50.1,,1543681004.328225,-0.06543461509394727422017536784
377,17,206.16.0.5,192.168.50.1,,1543681004.328227,-0.06543461509394727422017536784
381,17,206.16.0.5,192.168.50.1,,1543681011.389956,-0.05889115358455254679815783106
381,17,206.16.0.5,192.168.50.1,,1543681011.389958,-0.05889115358455254679815783106
381,17,206.16.0.5,192.168.50.1,,1543681011.395486,-0.05889115358455254679815783106
381,17,206.16.0.5,192.168.50.1,,1543681011.395488,-0.05889115358455254679815783106
342,17,206.16.0.5,192.168.50.1,,1543681011.440965,-0.1112388456597103661742981253
342,17,206.16.0.5,192.168.50.1,,1543681011.440967,-0.1112388456597103661742981253
334,17,206.16.0.5,192.168.50.1,,1543681011.931051,-0.06543461509394727422017536784
334,17,206.16.0.5,192.168.50.1,,1543681011.931053,-0.06543461509394727422017536784
334,17,206.16.0.5,192.168.50.1,,1543681011.951439,-0.06543461509394727422017536784
334,17,206.16.0.5,192.168.50.1,,1543681011.951441,-0.06543461509394727422017536784
334,17,206.16.0.5,192.168.50.1,,1543681011.971933,-0.06543461509394727422017536784
334,17,206.16.0.5,192.168.50.1,,1543681011.971935,-0.06543461509394727422017536784
279,17,206.16.0.5,192.168.50.1,,1543681013.168867,-0.07852153811273672906421044141
279,17,206.16.0.5,192.168.50.1,,1543681013.168869,-0.07852153811273672906421044141
279,17,206.16.0.5,192.168.50.1,,1543681016.24174,-0.07852153811273672906421044141
279,17,206.16.0.5,192.168.50.1,,1543681016.241742,-0.07852153811273672906421044141
383,17,206.16.0.5,192.168.50.1,,1543681017.953706,-0.05889115358455254679815783106
383,17,206.16.0.5,192.168.50.1,,1543681017.953708,-0.05889115358455254679815783106
383,17,206.16.0.5,192.168.50.1,,1543681017.956935,-0.05889115358455254679815783106
383,17,206.16.0.5,192.168.50.1,,1543681017.956938,-0.05889115358455254679815783106
383,17,206.16.0.5,192.168.50.1,,1543681017.958946,-0.05889115358455254679815783106
383,17,206.16.0.5,192.168.50.1,,1543681017.958948,-0.05889115358455254679815783106
279,17,206.16.0.5,192.168.50.1,,1543681024.780774,-0.07852153811273672906421044141
279,17,206.16.0.5,192.168.50.1,,1543681024.780776,-0.07852153811273672906421044141
279,17,206.16.0.5,192.168.50.1,,1543681024.785097,-0.07852153811273672906421044141
279,17,206.16.0.5,192.168.50.1,,1543681024.785099,-0.07852153811273672906421044141
217,17,206.16.0.5,192.168.50.1,,1543681028.304115,-0.05234769207515781937614029428
217,17,206.16.0.5,192.168.50.1,,1543681028.304118,-0.05234769207515781937614029428
217,17,206.16.0.5,192.168.50.1,,1543681028.307782,-0.05234769207515781937614029428
217,17,206.16.0.5,192.168.50.1,,1543681028.307784,-0.05234769207515781937614029428
217,17,206.16.0.5,192.168.50.1,,1543681028.309486,-0.05234769207515781937614029428
217,17,206.16.0.5,192.168.50.1,,1543681028.309488,-0.05234769207515781937614029428
217,17,206.16.0.5,192.168.50.1,,1543681028.500739,-0.05234769207515781937614029428
217,17,206.16.0.5,192.168.50.1,,1543681028.500741,-0.05234769207515781937614029428
217,17,206.16.0.5,192.168.50.1,,1543681029.336446,-0.05234769207515781937614029428
217,17,206.16.0.5,192.168.50.1,,1543681029.336448,-0.05234769207515781937614029428
